,date,state,positive,probableCases,negative,pending,totalTestResultsSource,totalTestResults,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dataQualityGrade,lastUpdateEt,dateModified,checkTimeEt,death,hospitalized,dateChecked,totalTestsViral,positiveTestsViral,negativeTestsViral,positiveCasesViral,deathConfirmed,deathProbable,totalTestEncountersViral,totalTestsPeopleViral,totalTestsAntibody,positiveTestsAntibody,negativeTestsAntibody,totalTestsPeopleAntibody,positiveTestsPeopleAntibody,negativeTestsPeopleAntibody,totalTestsPeopleAntigen,positiveTestsPeopleAntigen,totalTestsAntigen,positiveTestsAntigen,fips,positiveIncrease,negativeIncrease,total,totalTestResultsIncrease,posNeg,deathIncrease,hospitalizedIncrease,hash,commercialScore,negativeRegularScore,negativeScore,positiveScore,score,grade
0,20201204,TX,1228812,,9882224.0,,posNeg,11111036,9015.0,,2645.0,,,,1012700.0,A,12/4/2020 16:30,2020-12-04T16:30:00Z,12/04 11:30,22255.0,,2020-12-04T16:30:00Z,11111036.0,,,1228812,,,,,583553.0,62869.0,,,,,,,710943.0,59737.0,48,13699,79890,11111036,93589,11111036,255,0,2a6741684b0793da52834d6cd04d8499985af381,0,0,0,0,0,
1,20201203,TX,1215113,,9802334.0,,posNeg,11017447,9151.0,,2623.0,,,,1003141.0,A,12/3/2020 18:25,2020-12-03T18:25:00Z,12/03 13:25,22000.0,,2020-12-03T18:25:00Z,11017447.0,,,1215113,,,,,578670.0,62140.0,,,,,,,686194.0,57330.0,48,14439,70462,11017447,84901,11017447,244,0,809b1288e43efdb1f19e665c4c50fbc6d15dd0dc,0,0,0,0,0,
2,20201202,TX,1200674,,9731872.0,,posNeg,10932546,9109.0,,2544.0,,,,993151.0,A,12/2/2020 17:45,2020-12-02T17:45:00Z,12/02 12:45,21756.0,,2020-12-02T17:45:00Z,10932546.0,,,1200674,,,,,575536.0,61488.0,,,,,,,682029.0,56878.0,48,16424,45920,10932546,62344,10932546,207,0,b5531c6a96f964b0c84c785b2e6d1a4b6cf1650d,0,0,0,0,0,
3,20201201,TX,1184250,,9685952.0,,posNeg,10870202,9047.0,,2583.0,,,,976517.0,A,12/1/2020 17:40,2020-12-01T17:40:00Z,12/01 12:40,21549.0,,2020-12-01T17:40:00Z,10870202.0,,,1184250,,,,,573566.0,61129.0,,,,,,,635013.0,54253.0,48,16139,92304,10870202,108443,10870202,170,0,d73ca5f75b0addcc253bda60d3e8c3c844572584,0,0,0,0,0,
4,20201130,TX,1168111,,9593648.0,,posNeg,10761759,8900.0,,2536.0,,,,962639.0,A,11/30/2020 17:40,2020-11-30T17:40:00Z,11/30 12:40,21379.0,,2020-11-30T17:40:00Z,10761759.0,,,1168111,,,,,571451.0,60825.0,,,,,,,624708.0,52625.0,48,10838,47244,10761759,58082,10761759,22,0,e0605526d322f2f1564cb528cd4ae16421556d1c,0,0,0,0,0,
5,20201129,TX,1157273,,9546404.0,,posNeg,10703677,8634.0,,2487.0,,,,954465.0,A,11/29/2020 15:10,2020-11-29T15:10:00Z,11/29 10:10,21357.0,,2020-11-29T15:10:00Z,10703677.0,,,1157273,,,,,570888.0,60759.0,,,,,,,622415.0,52529.0,48,6204,60624,10703677,66828,10703677,48,0,7b45bd86fce29cb7669fc5ebfc533d9032ec5494,0,0,0,0,0,
6,20201128,TX,1151069,,9485780.0,,posNeg,10636849,8597.0,,2427.0,,,,950586.0,A,11/28/2020 15:35,2020-11-28T15:35:00Z,11/28 10:35,21309.0,,2020-11-28T15:35:00Z,10636849.0,,,1151069,,,,,569242.0,60487.0,,,,,,,618165.0,52106.0,48,4024,134266,10636849,138290,10636849,102,0,fcb9764ff3e33dcfac4abe21d6e997809bcf9b3e,0,0,0,0,0,
7,20201127,TX,1147045,,9351514.0,,posNeg,10498559,8518.0,,2449.0,,,,946663.0,A,11/27/2020 15:10,2020-11-27T15:10:00Z,11/27 10:10,21207.0,,2020-11-27T15:10:00Z,10498559.0,,,1147045,,,,,563123.0,59679.0,,,,,,,598680.0,50637.0,48,3429,108936,10498559,112365,10498559,51,0,0a952d9617af05654958a196ad96a0a55800b9b4,0,0,0,0,0,
8,20201126,TX,1143616,,9242578.0,,posNeg,10386194,8706.0,,2444.0,,,,943457.0,A,11/26/2020 15:15,2020-11-26T15:15:00Z,11/26 10:15,21156.0,,2020-11-26T15:15:00Z,10386194.0,,,1143616,,,,,560010.0,59031.0,,,,,,,586938.0,49436.0,48,12636,53716,10386194,66352,10386194,206,0,f929c0b5ca469f3bd79cf85761792ea17e663259,0,0,0,0,0,
9,20201125,TX,1130980,,9188862.0,,posNeg,10319842,8585.0,,2356.0,,,,935011.0,A,11/25/2020 16:45,2020-11-25T16:45:00Z,11/25 11:45,20950.0,,2020-11-25T16:45:00Z,10319842.0,,,1130980,,,,,556284.0,58350.0,,,,,,,580108.0,48922.0,48,15609,63830,10319842,79439,10319842,200,0,9bd684c384011c81158b2c47f0847cc09c7f5b27,0,0,0,0,0,
10,20201124,TX,1115371,,9125032.0,,posNeg,10240403,8495.0,,2331.0,,,,927331.0,A,11/24/2020 16:25,2020-11-24T16:25:00Z,11/24 11:25,20750.0,,2020-11-24T16:25:00Z,10240403.0,,,1115371,,,,,553956.0,57944.0,,,,,,,576901.0,48434.0,48,14392,102155,10240403,116547,10240403,162,0,f3f6b0355415fb659f35689da50962d9c99abaec,0,0,0,0,0,
11,20201123,TX,1100979,,9022877.0,,posNeg,10123856,8353.0,,2299.0,,,,917739.0,A,11/23/2020 16:35,2020-11-23T16:35:00Z,11/23 11:35,20588.0,,2020-11-23T16:35:00Z,10123856.0,,,1100979,,,,,552103.0,57713.0,,,,,,,571916.0,47800.0,48,6704,125732,10123856,132436,10123856,32,0,f4b508166f4ac2f858afa988f2f229f5e34e6e41,0,0,0,0,0,
12,20201122,TX,1094275,,8897145.0,,posNeg,9991420,8174.0,,2215.0,,,,913796.0,A,11/22/2020 13:50,2020-11-22T13:50:00Z,11/22 08:50,20556.0,,2020-11-22T13:50:00Z,9991420.0,,,1094275,,,,,548439.0,57040.0,,,,,,,553746.0,46849.0,48,8751,74540,9991420,83291,9991420,89,0,f0a6b1895408e63288732d485b48190c90637909,0,0,0,0,0,
13,20201121,TX,1085524,,8822605.0,,posNeg,9908129,8245.0,,2195.0,,,,909137.0,A,11/21/2020 15:25,2020-11-21T15:25:00Z,11/21 10:25,20467.0,,2020-11-21T15:25:00Z,9908129.0,,,1085524,,,,,545643.0,56537.0,,,,,,,545220.0,46285.0,48,12826,108067,9908129,120893,9908129,171,0,aceda67e3baf3fabc0fd86fb987814ee9afee4e7,0,0,0,0,0,
14,20201120,TX,1072698,,8714538.0,,posNeg,9787236,8164.0,,2214.0,,,,901943.0,A,11/20/2020 18:50,2020-11-20T18:50:00Z,11/20 13:50,20296.0,,2020-11-20T18:50:00Z,9787236.0,,,1072698,,,,,539765.0,55555.0,,,,,,,535673.0,45348.0,48,11815,118924,9787236,130739,9787236,183,0,bc0b163bc596a27de4ef9115de1ef566d2de5185,0,0,0,0,0,
15,20201119,TX,1060883,,8595614.0,,posNeg,9656497,7982.0,,2154.0,,,,896191.0,A,11/19/2020 17:45,2020-11-19T17:45:00Z,11/19 12:45,20113.0,,2020-11-19T17:45:00Z,9656497.0,,,1060883,,,,,535321.0,54717.0,,,,,,,522222.0,44199.0,48,12500,121654,9656497,134154,9656497,230,0,f4a2fb037b38914535323cd36f5a19238623009b,0,0,0,0,0,
16,20201118,TX,1048383,,8473960.0,,posNeg,9522343,7958.0,,2127.0,,,,889099.0,A,11/18/2020 17:40,2020-11-18T17:40:00Z,11/18 12:40,19883.0,,2020-11-18T17:40:00Z,9522343.0,,,1048383,,,,,532113.0,54291.0,,,,,,,512253.0,43087.0,48,8870,72404,9522343,81274,9522343,187,0,def711d4a4a52fdf18f047c0050e12f6e1715f07,0,0,0,0,0,
17,20201117,TX,1039513,,8401556.0,,posNeg,9441069,7841.0,,2127.0,,,,883223.0,A,11/17/2020 19:30,2020-11-17T19:30:00Z,11/17 14:30,19696.0,,2020-11-17T19:30:00Z,9441069.0,,,1039513,,,,,530418.0,54046.0,,,,,,,507805.0,42551.0,48,11624,50834,9441069,62458,9441069,117,0,847d77304d1a8d4c64c8761ff00481e8119285d1,0,0,0,0,0,
18,20201116,TX,1027889,,8350722.0,,posNeg,9378611,7468.0,,2047.0,,,,875521.0,A,11/16/2020 17:55,2020-11-16T17:55:00Z,11/16 12:55,19579.0,,2020-11-16T17:55:00Z,9371443.0,,,1027889,,,,,528417.0,53738.0,,,,,,,495966.0,41850.0,48,7168,0,9378611,7168,9378611,20,0,544cb72a4931aba80571cfd97cb1722bc280cb25,0,0,0,0,0,
19,20201115,TX,1020721,,8350722.0,,posNeg,9371443,7274.0,,2047.0,,,,871784.0,A,11/15/2020 20:20,2020-11-15T20:20:00Z,11/15 15:20,19559.0,,2020-11-15T20:20:00Z,9371443.0,,,1020721,,,,,528417.0,53738.0,,,,,,,495966.0,41850.0,48,6561,129500,9371443,136061,9371443,89,0,834e6d84a372844dbfc123ea45c53cbcdbe5106f,0,0,0,0,0,
20,20201114,TX,1014160,,8221222.0,,posNeg,9235382,7151.0,,1976.0,,,,861205.0,A,11/14/2020 16:00,2020-11-14T16:00:00Z,11/14 11:00,19470.0,,2020-11-14T16:00:00Z,9235382.0,,,1014160,,,,,523180.0,52886.0,,,,,,,482529.0,40473.0,48,9177,72836,9235382,82013,9235382,150,0,5d487dc9e27d6f57fdfae7ea03e17029d3925ecb,0,0,0,0,0,
21,20201113,TX,1004983,,8148386.0,,posNeg,9153369,7083.0,,1959.0,,,,850648.0,A,11/13/2020 16:50,2020-11-13T16:50:00Z,11/13 11:50,19320.0,,2020-11-13T16:50:00Z,9153369.0,,,1004983,,,,,519740.0,52329.0,,,,,,,463438.0,38853.0,48,11142,109010,9153369,120152,9153369,173,0,fc4ce72897e4b1d20587182fb49b49be1ef86091,0,0,0,0,0,
22,20201112,TX,993841,,8039376.0,,posNeg,9033217,6925.0,,1879.0,,,,838950.0,A,11/12/2020 17:25,2020-11-12T17:25:00Z,11/12 12:25,19147.0,,2020-11-12T17:25:00Z,9033217.0,,,993841,,,,,515698.0,51772.0,,,,,,,449822.0,37190.0,48,8461,17585,9033217,26046,9033217,143,0,b151d9cd4dc43a887452f1ab52aa1b00a83c65bb,0,0,0,0,0,
23,20201111,TX,985380,,8021791.0,,posNeg,9007171,6779.0,,1879.0,,,,831800.0,A,11/11/2020 19:15,2020-11-11T19:15:00Z,11/11 14:15,19004.0,,2020-11-11T19:15:00Z,9007171.0,,,985380,,,,,514912.0,51717.0,,,,,,,441183.0,36301.0,48,11150,94182,9007171,105332,9007171,141,0,ec0dcbf921213a59841e3a3d9c308122d7bfe7df,0,0,0,0,0,
24,20201110,TX,974230,,7927609.0,,posNeg,8901839,6170.0,,1828.0,,,,826116.0,A,11/10/2020 17:50,2020-11-10T17:50:00Z,11/10 12:50,18863.0,,2020-11-10T17:50:00Z,8901839.0,,,974230,,,,,513192.0,51519.0,,,,,,,436853.0,35836.0,48,11211,40686,8901839,51897,8901839,94,0,553c4ff1c729215d7be9f606c4a9a573dd98d364,0,0,0,0,0,
25,20201109,TX,963019,,7886923.0,,posNeg,8849942,6103.0,,1816.0,,,,820156.0,A,11/9/2020 17:40,2020-11-09T17:40:00Z,11/09 12:40,18769.0,,2020-11-09T17:40:00Z,8849942.0,,,963019,,,,,511176.0,51213.0,,,,,,,432217.0,35328.0,48,6785,108300,8849942,115085,8849942,26,0,54cdedaf81e0631569395814f4e4a35e5cca577a,0,0,0,0,0,
26,20201108,TX,956234,,7778623.0,,posNeg,8734857,6080.0,,1786.0,,,,820215.0,A,11/8/2020 16:25,2020-11-08T16:25:00Z,11/08 11:25,18743.0,,2020-11-08T16:25:00Z,8734857.0,,,956234,,,,,509011.0,50934.0,,,,,,,415404.0,34290.0,48,5685,94182,8734857,99867,8734857,43,0,44377ff78f8a513c79698c0e1a6d1a05ab8ed8ac,0,0,0,0,0,
27,20201107,TX,950549,,7684441.0,,posNeg,8634990,6068.0,,1759.0,,,,811330.0,A,11/7/2020 16:15,2020-11-07T16:15:00Z,11/07 11:15,18700.0,,2020-11-07T16:15:00Z,8634990.0,,,950549,,,,,506808.0,50556.0,,,,,,,405632.0,33156.0,48,8010,73214,8634990,81224,8634990,111,0,4425ba54047dc174c26d78d72049798d0825590e,0,0,0,0,0,
28,20201106,TX,942539,,7611227.0,,posNeg,8553766,6070.0,,1785.0,,,,807008.0,A,11/6/2020 18:00,2020-11-06T18:00:00Z,11/06 13:00,18589.0,,2020-11-06T18:00:00Z,8553766.0,,,942539,,,,,500132.0,49570.0,,,,,,,388999.0,31889.0,48,7545,62493,8553766,70038,8553766,136,0,0153626dc4e2e5ada97aca1d16d904f93d304536,0,0,0,0,0,
29,20201105,TX,934994,,7548734.0,,posNeg,8483728,5954.0,,1749.0,,,,802611.0,A,11/5/2020 17:05,2020-11-05T17:05:00Z,11/05 12:05,18453.0,,2020-11-05T17:05:00Z,8483728.0,,,934994,,,,,500132.0,49570.0,,,,,,,389000.0,31888.0,48,8594,70947,8483728,79541,8483728,133,0,000a3b248c8227a5e04d2250e2b018c35acfb295,0,0,0,0,0,
30,20201104,TX,926400,,7477787.0,,posNeg,8404187,5872.0,,1744.0,,,,797586.0,A,11/4/2020 16:45,2020-11-04T16:45:00Z,11/04 11:45,18320.0,,2020-11-04T16:45:00Z,8404187.0,,,926400,,,,,497255.0,49145.0,,,,,,,366869.0,30716.0,48,9627,65691,8404187,75318,8404187,126,0,da34867cfde49eafee4ea8d915acc268c47f4f87,0,0,0,0,0,
31,20201103,TX,916773,,7412096.0,,posNeg,8328869,5936.0,,1734.0,,,,792286.0,A,11/2/2020 19:10,2020-11-02T19:10:00Z,11/02 14:10,18194.0,,2020-11-02T19:10:00Z,8328869.0,,,916773,,,,,491876.0,48506.0,,,,,,,353605.0,29373.0,48,7516,29650,8328869,37166,8328869,97,0,9ac9254e2934dc683a3630f6ffaa028087fb07a5,0,0,0,0,0,
32,20201102,TX,909257,,7382446.0,,posNeg,8291703,5770.0,,1692.0,,,,787685.0,A,11/2/2020 19:10,2020-11-02T19:10:00Z,11/02 14:10,18097.0,,2020-11-02T19:10:00Z,8291703.0,,,909257,,,,,490032.0,48164.0,,,,,,,350556.0,29010.0,48,4402,69056,8291703,73458,8291703,20,0,4fa944f1fc637ed2290e6f5cbcab733394b1b4c1,0,0,0,0,0,
33,20201101,TX,904855,,7313390.0,,posNeg,8218245,5691.0,,1631.0,,,,785282.0,A,11/1/2020 18:30,2020-11-01T18:30:00Z,11/01 13:30,18077.0,,2020-11-01T18:30:00Z,8218245.0,,,904855,,,,,487423.0,47829.0,,,,,,,341971.0,28594.0,48,4259,59753,8218245,64012,8218245,53,0,6af54e03e5ff76b9703b78adff7c4db1ae3f9764,0,0,0,0,0,
34,20201031,TX,900596,,7253637.0,,posNeg,8154233,5696.0,,1631.0,,,,782006.0,A,10/31/2020 16:10,2020-10-31T16:10:00Z,10/31 12:10,18024.0,,2020-10-31T16:10:00Z,8154233.0,,,900596,,,,,481608.0,47137.0,,,,,,,329358.0,27699.0,48,7145,67076,8154233,74221,8154233,90,0,419e7781d16b55858044ebe768c2782051233fd4,0,0,0,0,0,
35,20201030,TX,893451,,7186561.0,,posNeg,8080012,5627.0,,1606.0,,,,776580.0,A,10/30/2020 17:50,2020-10-30T17:50:00Z,10/30 13:50,17934.0,,2020-10-30T17:50:00Z,8080012.0,,,893451,,,,,480444.0,46737.0,,,,,,,321660.0,27030.0,48,6631,68269,8080012,74900,8080012,115,0,60c1ca05c439a5f163e29dc6a6464ecee7595907,0,0,0,0,0,
36,20201029,TX,886820,,7118292.0,,posNeg,8005112,5587.0,,1599.0,,,,772350.0,A,10/29/2020 17:05,2020-10-29T17:05:00Z,10/29 13:05,17819.0,,2020-10-29T17:05:00Z,8005112.0,,,886820,,,,,476253.0,46323.0,,,,,,,301566.0,25811.0,48,6826,64809,8005112,71635,8005112,119,0,86d00d05e1070a39b8bc513db76deaa2ac6c99ab,0,0,0,0,0,
37,20201028,TX,879994,,7053483.0,,posNeg,7933477,5650.0,,1636.0,,,,767905.0,A,10/28/2020 17:05,2020-10-28T17:05:00Z,10/28 13:05,17700.0,,2020-10-28T17:05:00Z,7933477.0,,,879994,,,,,473079.0,45489.0,,,,,,,294296.0,25327.0,48,5627,44410,7933477,50037,7933477,105,0,8b410cd2685e03f47554fda1a9fe566828aa26b6,0,0,0,0,0,
38,20201027,TX,874367,,7009073.0,,posNeg,7883440,5512.0,,1601.0,,,,763108.0,A,10/27/2020 16:35,2020-10-27T16:35:00Z,10/27 12:35,17595.0,,2020-10-27T16:35:00Z,7883440.0,,,874367,,,,,470883.0,45215.0,,,,,,,288373.0,24690.0,48,7292,66998,7883440,74290,7883440,81,0,661adaefffb0cc600bc4a4d742680c0741301bc7,0,0,0,0,0,
39,20201026,TX,867075,,6942075.0,,posNeg,7809150,5278.0,,1545.0,,,,758192.0,A,10/26/2020 17:05,2020-10-26T17:05:00Z,10/26 13:05,17514.0,,2020-10-26T17:05:00Z,7809150.0,,,867075,,,,,468501.0,44950.0,,,,,,,283136.0,24184.0,48,4700,42208,7809150,46908,7809150,10,0,4c24c17fd44535b16733cc07a5947b242114ce7f,0,0,0,0,0,
40,20201025,TX,862375,,6899867.0,,posNeg,7762242,5206.0,,1550.0,,,,755095.0,A,10/25/2020 15:25,2020-10-25T15:25:00Z,10/25 11:25,17504.0,,2020-10-25T15:25:00Z,7762242.0,,,862375,,,,,466962.0,44745.0,,,,,,,277981.0,23909.0,48,4304,47743,7762242,52047,7762242,48,0,6670f41691678a4c2cf7aca04869cea7c2c5ed78,0,0,0,0,0,
41,20201024,TX,858071,,6852124.0,,posNeg,7710195,4995.0,,1513.0,,,,753611.0,A,10/24/2020 15:45,2020-10-24T15:45:00Z,10/24 11:45,17456.0,,2020-10-24T15:45:00Z,7710195.0,,,858071,,,,,465309.0,44466.0,,,,,,,272102.0,23437.0,48,6499,92110,7710195,98609,7710195,81,0,c7fe24abe645e239fc381d031712a73c5a68a9ca,0,0,0,0,0,
42,20201023,TX,851572,,6760014.0,,posNeg,7611586,5065.0,,1511.0,,,,748252.0,A,10/23/2020 17:15,2020-10-23T17:15:00Z,10/23 13:15,17375.0,,2020-10-23T17:15:00Z,7611586.0,,,851572,,,,,462309.0,43966.0,,,,,,,264549.0,22894.0,48,6472,72397,7611586,78869,7611586,89,0,fb2dc8e7f5b3e5ebb39004dd4392bcf985a33502,0,0,0,0,0,
43,20201022,TX,845100,,6687617.0,,posNeg,7532717,4931.0,,1454.0,,,,744283.0,A,10/22/2020 17:00,2020-10-22T17:00:00Z,10/22 13:00,17286.0,,2020-10-22T17:00:00Z,7532717.0,,,845100,,,,,459439.0,43576.0,,,,,,,253395.0,22170.0,48,6291,51552,7532717,57843,7532717,85,0,f19f19298b145a3561460b3094062fa814368722,0,0,0,0,0,
44,20201021,TX,838809,,6636065.0,,posNeg,7474874,4782.0,,1424.0,,,,739140.0,A,10/21/2020 17:05,2020-10-21T17:05:00Z,10/21 13:05,17201.0,,2020-10-21T17:05:00Z,7474874.0,,,838809,,,,,457228.0,43253.0,,,,,,,247975.0,21607.0,48,5252,25296,7474874,30548,7474874,114,0,a282d3b2ca2cb64c188abb6236fb2f8474679f32,0,0,0,0,0,
45,20201020,TX,833557,,6610769.0,,posNeg,7444326,4588.0,,1349.0,,,,733758.0,A,10/20/2020 17:30,2020-10-20T17:30:00Z,10/20 13:30,17087.0,,2020-10-20T17:30:00Z,7444326.0,,,833557,,,,,455327.0,42991.0,,,,,,,246556.0,21340.0,48,7884,52399,7444326,60283,7444326,65,0,7d550485b7f1e0d25ddc2d285c0d4e8fe2353a68,0,0,0,0,0,
46,20201019,TX,825673,,6558370.0,,posNeg,7384043,4319.0,,1349.0,,,,729762.0,A,10/19/2020 17:15,2020-10-19T17:15:00Z,10/19 13:15,17022.0,,2020-10-19T17:15:00Z,7384043.0,,,825673,,,,,452388.0,42646.0,,,,,,,242427.0,20886.0,48,1894,55230,7384043,57124,7384043,8,0,4e9ff28bc234560379796e2b84044ce3e37d4be6,0,0,0,0,0,
